artist,genre,occurrences,track_name
Karl Jenkins,New Age,39,Save Me From Bloody Men
Twenty One Pilots,Electronic,39,Levitate
DIIV,Rock,39,Under The Sun
Four Tet,Pop,39,Locked
Nitin Sawhney,Punk,39,Letting Go
Elvenking,Jazz,38,The Scythe
Tim Buckley,Folk,38,Chase the Blues Away
Wes Montgomery,Jazz,38,Four On Six
Brandy,Rap,38,What About Us?
Esthero,Electronic,38,Lounge
Active Sight,Electronic,38,Out of our Lives
Boy & Bear,Rock,38,Fall At Your Feet
Glee Cast,RnB,38,"Hello, Goodbye"
Kacy Hill,Rock,38,Arm's Length
1200 Micrograms,Rock,38,Garden Of Eden
Bent,Rock,38,Moonbeams
Lee Brice,Rock,38,A Woman Like You
Don McLean,Pop,38,Vincent
TRUSTcompany,Jazz,38,Hover
Ils,Electronic,38,6 Space (Next Level)
Charley Patton,Blues,38,A Spoonful Blues
Flogging Molly,Rock,38,Cruel Mistress
Trapt,Jazz,38,Sound Off
Astor Piazzolla,Latin,38,Mumuki
xxxy,RnB,38,Ordinary Things
Josh Groban,Metal,38,Broken Vow
Flight of the Conchords,Pop,38,Think About It
The 1975,Pop,38,12
Faith and the Muse,Rock,38,Bait & Switch
Duffy,Electronic,38,Stepping Stone
Faith No More,Jazz,38,Evidence
Frankie Goes to Hollywood,Rock,37,Bang
Alice in Videoland,Rock,37,In Denial
Buddy Holly,Rock,37,Raining in My Heart
Sixpence None the Richer,Rock,37,Kiss Me
The View,Rock,37,Gem Of A Bird
In Extremo,Punk,37,Auge um Auge
Lana Del Rey,Rock,37,The Other Woman
Ammoncontact,Electronic,37,Infinity of Rhythm Instrumental
Mötley Crüe,Electronic,37,Helter Skelter
Tiesto feat Julie Thompson,RnB,37,Do You Feel Me
Van Halen,Pop,37,Dance the Night Away
The Academy Is...,RnB,37,Classifieds
Active Child,Rock,37,Feeling Is Gone
Petey Pablo,Rap,37,Show Me The Money
Borknagar,Metal,37,Grains
Amethystium,Pop,37,La Pluie
Ellie Goulding,Rock,37,Explosions
Battles,Jazz,37,Inchworm
Kreator,Country,37,Satan Is Real
Meiko,Rock,36,Piano Song
Madness,Punk,36,Uncle Sam
Cyberaktif,Rock,36,Nothing Stays
Steve Perry,Rock,36,Oh Sherrie
Quantic,Rock,36,Through These Eyes
Guster,Folk,36,Airport Song
James Newton Howard,Electronic,36,End Titles
Cloud Nothings,Pop,36,Wasted Days
Steve Aoki,Pop,36,Just Hold On
Miles Kane,Rock,36,Come Closer
O.S.T.R.,Rock,36,Karambol
Memphis May Fire,Rock,36,The Victim
Kode9 & The Spaceape,Metal,36,Quantum
Artesia,New Age,36,Les Hommes Ne Se Rappellent Plus Mon Nom
Morcheeba,RnB,36,Bullet Proof
Fear My Thoughts,Metal,36,Both Blood
Whiskeytown,Rap,36,Avenues
Peter Broderick,Rock,36,"Sickness, Bury"
Sara Evans,Pop,36,No Place That Far
Empire of the Sun,Folk,36,Standing on the Shore
Judas Priest,Metal,36,Rapid Fire
John Foxx,Electronic,36,Underpass
Metrik,Rock,36,Distant Shores
The Rolling Stones,Rap,36,Can I Get a Witness
Beginner,Electronic,36,Back In Town
Stone Temple Pilots,Rock,35,Cinnamon
Band Aid,Pop,35,Do They Know It's Christmas?
Bong-Ra,Electronic,35,Jah Kingdom
Joe Cocker,Jazz,35,Night Calls
Beck,Metal,35,Cycle
Koop,Electronic,35,Summer Sun (Carlito remix)
Lifehouse,Reggae,35,Trying
Lenny Kravitz,Electronic,35,I Belong to You
The Everly Brothers,RnB,35,Bye Bye Love
Converge,Pop,35,Downpour
Calvin Harris,Rock,35,Feels
KT Tunstall,Rock,35,Under the Weather
Janis Joplin,Blues,35,Buried Alive in the Blues
Clubroot,Rock,35,Summons
Anterior,Metal,35,Dead Divine
Superpitcher,Country,35,Tell Me About It
Kiuas,Metal,35,Black Rose Withered
Limp Bizkit,Metal,35,Re-Entry
Wayne Shorter,Jazz,35,Witch Hunt
Elton John,Rock,35,Levon
Jean Michel Jarre,Electronic,35,"Equinoxe, Pt. 7"
Beirut,Jazz,35,Venice
Thievery Corporation,Reggae,35,Truth And Rights
Yo La Tengo,Rap,35,Ohm
Sweet Talk Radio,Rock,35,We All Fall Down
Donny Hathaway,Jazz,35,Voices Inside (Everything Is Everything)
Slayer,Electronic,35,Cult
Burial,Rock,35,Archangel
Coldcut,Electronic,34,Everything Is Under Control
Thieves Like Us,Rock,34,Forget Me Not
Glee Cast,Pop,34,And I Am Telling You I'm Not Going
Black Dice,Rock,34,Schwip Schwap
A Forest Mighty Black,Rock,34,Till The End
From First to Last,Jazz,34,Shame Shame
Head,Electronic,34,Loyalty
Lacrimosa,Rock,34,Nachtschatten
Slim Smith,Rock,34,Everybody Needs Love
Jeff Beck,Rock,34,Morning Dew
Pantera,Punk,34,The Badge
Da Brat,Rap,34,Funkdafied
Huey Lewis & The News,Pop,34,The Power of Love
Sophia George,Reggae,34,Girlie Girlie
POLYSICS,Rock,34,Pretty Good
Týr,Metal,34,The Burning
Luther Vandross,Reggae,34,A House Is Not a Home
Scann-Tec,Electronic,34,ASD
Savages,Rock,33,Husbands
The Tubes,Rock,33,I Saw Her Standing There
Emilie Autumn,Rock,33,Chambermaid
Siege,Metal,33,Conform
Vanilla Ice,Rock,33,Ice Ice Baby
Faun,Electronic,33,Königin
Chelsea Grin,Metal,33,Sellout
Rush,RnB,33,Tears
Chicane,World,33,Red Skies
The Handsome Family,Country,33,Far From Any Road
Hank Williams,Pop,33,"Hey, Good Lookin'"
9mm Parabellum Bullet,Rock,33,Keyword
A Day to Remember,Country,33,I'm Already Gone
Ametsub,Electronic,33,Snowy Lava
Tap Tap,Rock,33,To Our Continuing Friendship
Drexciya,Electronic,33,Andreaen Sand Dunes
Filter,Rap,33,What's Next
Aemen,Folk,33,I Can't See You
Deep Dish,Electronic,33,Sergio's Theme
Steve Winwood,Folk,33,The Finer Things
Jet,Rock,33,Take It Or Leave It
Corinne Bailey Rae,Jazz,33,Like a Star
Sara Bareilles,Rock,33,Brave
Vader,Punk,33,Warlords
Amy Macdonald,Country,33,Next Big Thing
Tricky,Rock,33,Joseph
Justice,RnB,32,Safe And Sound
Claude VonStroke,Electronic,32,Beware of the Bird
Skanna,Rock,32,Find Me
Bullet for My Valentine,Rock,32,Spit You Out
Susheela Raman,Pop,32,Maya
Cell,Electronic,32,Risky Nap Under Blue Tree
Paula Abdul,Rock,32,Straight Up
Chelsea Wolfe,Electronic,32,The Wasteland
Albert King,Rock,32,Cold Feet
Sonny Rollins,Rock,32,God Bless the Child
Lordi,Rock,32,Chainsaw Buffet
Opeth,Jazz,32,Bridge of Sighs
Sheena Easton,Reggae,32,For Your Eyes Only
ABBA,Jazz,32,"Knowing Me, Knowing You"
George Winston,New Age,32,Cloudy This Morning
Pride and Fall,Electronic,32,I Wither
Phantogram,Reggae,32,Don't Move
Amanda Palmer,Electronic,32,Guitar Hero
Motörhead,Electronic,32,Traitor
The Pine Box Boys,Electronic,32,Your Shadow
ZZ Top,Blues,32,I Need You Tonight
JoJo,Pop,31,Secret Love
The Cardigans,Jazz,31,Live and Learn
FKA twigs,Rock,31,Two Weeks
Him,Electronic,31,Dark Light
Good Charlotte,New Age,31,A New Beginning
Ziggy x,Electronic,31,Drive X-Treme
Tool,Rock,31,Swamp Song
Howie B,Electronic,31,Who's Got The Bacon?
Paperclip People,Pop,31,Throw
Frank Ocean,Metal,31,Bad Religion
Glasser,Punk,31,Glad
Natalie Cole,RnB,31,Miss You Like Crazy
Bob Dylan,Folk,31,You Ain't Goin' Nowhere
The Stranglers,Rap,31,No Mercy
Lifetime,Punk,31,Ostrichsized
Björk,Punk,31,Big Time Sensuality
Alessia Cara,Rock,31,Out of Love
Perfume,Rock,30,Magic of Love
Lianne La Havas,Rock,30,Elusive
Static-X,Country,30,Just in Case
Echo & the Bunnymen,Reggae,30,Never Stop
Four Letter Lie,Rock,30,Cake Eater
Styrofoam,Electronic,30,Beequeen
The-Dream,Rock,30,Put It Down
Scissor Sisters,Latin,30,Mary
Scorn,Electronic,30,Silver Rain Fell
Noumena,Metal,30,Triumph And Loss
88 Fingers Louie,Punk,30,Newspaper
Hooverphonic,Rock,30,Expedition Impossible
Playboi Carti,Rock,30,R.I.P.
Joe Henderson,Jazz,30,Blue Bossa
We Are Scientists,Jazz,30,After Hours
Pet Shop Boys,Reggae,30,Minimal
Papa Roach,Folk,30,Last Resort
Marcel Dettmann,Electronic,30,Sepia 807
They Might Be Giants,Folk,30,Don't Let's Start
Fall Out Boy,Metal,29,Dead on Arrival
Jazzamor,Reggae,29,Way Back
Panic! at the Disco,Electronic,29,Nicotine
Zombie Zombie,Electronic,29,Driving This Road Until Death Sets You Free
Porno for Pyros,Jazz,29,Sadness
Les Négresses Vertes,Rock,29,La Valse
Madeleine Peyroux,Pop,29,Between The Bars
Pennywise,Rock,29,Alien
John Trudell,Jazz,29,Crazy Horse
Fugazi,Electronic,29,Greed
Jennifer Hudson,RnB,29,Giving Myself
Radiohead,Folk,29,Bloom
Insane Clown Posse,Reggae,29,Another Love Song
Enslaved,Jazz,29,The Crossing
Regina Spektor,Rock,29,Hotel Song
Loretta Lynn,Country,29,High On A Mountain Top
Jamiroquai,Rock,29,Cloud 9
Leonard Cohen,Jazz,29,Here It Is
Junior Murvin,Reggae,29,Roots Train
Great White,Electronic,29,Save Your Love
Nightwish,New Age,29,The Wayfarer
Roosevelt,Electronic,29,Sea
Message To Bears,Rock,29,To Make a Portrait
Can,Electronic,28,Spray
Pitbull,Electronic,28,Pause
Lily Allen,Rock,28,Naive
Jet,Electronic,28,Last Chance
The Format,RnB,28,"Wait, Wait, Wait"
A Forest Mighty Black,Jazz,28,Rebirth
The Metros,Rock,28,Last of The Lookers
Andreya Triana,Reggae,28,Darker Than Blue
George Ezra,Rock,28,Budapest
Iggy Pop,Rock,28,I'm Bored
Five Finger Death Punch,Rap,28,Death Before Dishonor
Tubeway Army,Rock,28,I Nearly Married a Human
12th Planet,Reggae,28,In The Rain
Silentium,Metal,28,Forever Sleep
Coal Chamber,New Age,28,Watershed
The Lost Trailers,Country,28,Holler Back
Big Bud,Rap,28,Chill
Bernard Herrmann,Punk,28,Twisted Nerve
Otis Redding,Rock,28,I've Been Loving You Too Long
De-Phazz,Country,28,Almost Gone
X Japan,Rock,28,Orgasm
K.I.Z.,Rock,28,Boom Boom Boom
Tiamat,Pop,27,Lucy
Dio,Metal,27,Stand Up and Shout
Lindstrøm,Electronic,27,Grand Ideas
Dido,Rock,27,Don't Believe in Love
Rascal Flatts,Jazz,27,Take Me There
Mike Oldfield,Electronic,27,Crystal Clear
Dropkick Murphys,Folk,27,Finnegan's Wake
Killswitch Engage,Electronic,27,No End In Sight
Grizzly Bear,New Age,27,The Hunt
Adele,Pop,27,Cold Shoulder
Hird,Rap,27,Love Again
King Midas Sound,Electronic,27,Lost (flying lotus remix)
Buck-O-Nine,Reggae,27,Cook Me Into The Bowl
Deva Premal,Electronic,27,Om Namo Bhagavate
2Pac,Punk,27,I Ain't Mad At Cha
Phantom Planet,Rock,27,Hey Now Girl
Shinichi Osawa,Electronic,27,Electro411
Femi Kuti,World,27,Beng Beng Beng
Pangaea,Electronic,27,Router
Shellac,Folk,27,Steady As She Goes
Filthy Dukes,Electronic,27,What Happens Next
Tom Waits,Jazz,27,Shiver Me Timbers
Kyte,Rock,26,Ihnfsa
Transatlantic,Rock,26,We All Need Some Light
Iron Maiden,Pop,26,Another Life
鬼束ちひろ,Pop,26,King of Solitude
Gary B,RnB,26,Love Rain Down
Good Charlotte,Pop,26,The Anthem
Charles Bradley,Rock,26,Golden Rule
Silverchair,Country,26,Satin Sheets
Cold War Kids,Rock,26,Flying Upside Down
Teena Marie,RnB,26,Love Is A Gangsta
Desiderii Marginis,Electronic,26,Mantrap
Gandalf,New Age,26,A Seed Dreaming Inside
One Direction,Rock,26,One Thing
MDC,Rock,26,Massacred And Dismembered Culture
Widowspeak,Reggae,26,Gun Shy
Goldfrapp,Rock,26,Hunt
Ron Pope,Electronic,26,A Drop In The Ocean
Los Titanes,Latin,25,Noche De Rumberos
Mink DeVille,Rock,25,"Mixed Up, Shook Up Girl"
Eric Clapton,RnB,25,Wonderful Tonight
Impending Doom,Punk,25,More Than Conquerors
American Hi-Fi,Metal,25,Another Perfect Day
Tom Petty and The Heartbreakers,World,25,The Waiting
Q Project,Electronic,25,Bovey Pay
The White Stripes,Reggae,25,Good to Me
Disclosure,Rock,25,Feel Like I Do
Mr. Scruff,Rock,25,Get a Move On
Kittie,Metal,25,Loveless
The Antlers,Electronic,25,On The Roof
The West Coast Pop Art Experimental Band,Rock,25,Shifting Sands
Brother Firetribe,Rock,25,I Am Rock
Piemont,Electronic,25,Black Smoker
Graham Coxon,Reggae,25,Spectacular
Gary Moore,Country,25,Empty Rooms
Betty Wright,RnB,25,Clean Up Woman
Tower of Power,RnB,25,Diggin' On James Brown
Steven Wilson,Rock,25,Index
The Birthday Massacre,Punk,25,Horror Show
Sabaton,Pop,25,Thunderstorm
Black Messiah,Metal,25,Sauflied
Harry Gregson-Williams,Electronic,25,An Understanding
The Ink Spots,Jazz,25,The Gypsy
Snoop Lion,Rock,25,Here Comes the King
Tina Turner,Reggae,25,Private Dancer
Smash Mouth,Country,25,Road Man
Heartthrob,Electronic,25,Baby Kate
Rush,Rap,25,Before and After
Muddy Waters,Rock,24,Forty Days And Forty Nights
Boyd Rice and Friends,Country,24,Down In The Willow Garden
Betraying the Martyrs,Metal,24,Out of egypt
Lake of Tears,Rock,24,Sweetwater
The House of Love,Rock,24,Destroy The Heart
Bounty Killer,Reggae,24,Smoke The Herb
Orphaned Land,Rock,24,Ornaments Of Gold
The Maine,Pop,24,Right Girl
Cirez D,Electronic,24,Teaser
Islands,Electronic,24,Humans
The Waterboys,Metal,24,Love And Death
Edge of Dawn,Electronic,24,Beauty Lies Within
Entombed,Metal,24,Full of Hell
Depeche Mode,Jazz,24,New Life
Madredeus,World,24,Alfama
Kaleidoscope,Rock,24,The Sky Children
jj,RnB,24,Masterplan
Kiasmos,Rock,24,Burnt
Zola Jesus,Rock,24,I Can't Stand
Jackson and His Computer Band,Electronic,24,Minidoux
DFC,Rap,24,Da Bomb
Dark Tranquillity,Jazz,24,Arkhangelsk
Entombed,Rock,24,Hollowman
Deichkind,Rock,24,Remmidemmi (Yippie Yippie Yeah)
Madlib,Pop,24,Song for My Father
Eddie Money,Rock,24,Baby Hold On
Gang Green,Rock,23,Kill a Commie
Katy B,Rock,23,Broken Record
Maethelvin,Electronic,23,Lost In Big City
Matthew Good Band,Rock,23,The Fall Of Man
Into The Moat,Metal,23,Century II
Goldmund,Rap,23,To
Story of the Year,Punk,23,Razorblades
Keep Shelly In Athens,Rock,23,DIY
Corvus Corax,Folk,23,Nominalto
Ozzy Osbourne,Rock,23,I Love You All
The Last Goodnight,Folk,23,Pictures Of You
Dusty Springfield,RnB,23,Spooky
Hum,Rock,23,Isle Of The Cheetah
Queen,Electronic,23,It's Late
MC5,Country,23,Ramblin' Rose
Trüby Trio,Electronic,23,A Festa
Sarah McLachlan,Rock,23,Plenty
Órla Fallon,Folk,23,She Moved Thro' The Fair
The Pineapple Thief,Rock,23,Shoot First
J Boog,RnB,23,Let's Do It Again
Chrome Sparks,Country,23,Marijuana
Mount Eerie,Rock,23,Stone's Ode
Joe Bonamassa,Rock,23,Slow Train
Lightning Dust,Rock,23,I Knew
Jah Mason,Reggae,23,Couple Chalice A Day
The Who,Metal,23,My Generation
Locrian,New Age,22,Eternal Return
Franz Liszt,Rock,22,Totentanz
Cobblestone Jazz,Electronic,22,India In Me
BABYMETAL,Rap,22,Distortion
Anthony B,Reggae,22,Ease Off
Korn,Electronic,22,Innocent Bystander
Swirlies,Rock,22,Jeremy Parker
Years & Years,Rock,22,Sanctify
Netsky,Rap,22,Rise and Shine
Broder Daniel,Rock,22,Cruel Town
Pixies,Country,22,Tame
Aqualung,Rock,22,Tongue-tied
The Dillinger Escape Plan,Electronic,22,Chinese Whispers
Beak>,Rock,22,Ham Green
Sepultura,Rap,22,Hungry
William Basinski,Electronic,22,Evening Scars
Snoop Lion,Reggae,22,Smoke The Weed
Lady Gaga,Metal,22,Monster
Émilie Simon,Jazz,22,Alicia
Sleepytime Gorilla Museum,Rock,22,The Donkey-headed Adversary of Humanity Opens the Discussion
Sonny Rollins,Jazz,22,Blue 7
Metric,Electronic,22,On the Sly
Peter Gabriel,Pop,22,Disturbed
Oasis,Reggae,22,Don't Go Away
Heidi Montag,Pop,22,More Is More
Eternal Lord,Metal,21,Get To Fuck
Sleigh Bells,Rock,21,Rachel
The Last Shadow Puppets,Electronic,21,The Chamber
Billy Currington,Rock,21,Tangled Up
Yann Tiersen,Jazz,21,A Secret Place
Rasputina,Rock,21,Rose K.
Wings,Jazz,21,Let 'Em In
Zebrahead,Electronic,21,Brixton
Hot Chip,Rock,21,Slush
Crystal Stilts,Rock,21,Silver Sun
+44,RnB,21,Make You Smile
Syncopix,Electronic,21,8-Bit Blues
Million Dead,Rock,21,Breaking the Back
Cro,Rap,21,Traum
Yellowman,Jazz,21,Morning Ride
George Benson,Jazz,21,This Masquerade
Gay For Johnny Depp,Metal,21,Sex in Your Mouth
Iration,Rock,21,I'm With You
Augury,Metal,21,Simian Cattle
Indios Bravos,Rock,21,sign
Brooke Hogan,Punk,21,Strip
Timbuktu,Folk,21,Flickan och kråkan
The Streets,RnB,21,Same Old Thing
Disturbed,Punk,21,Remnants
OutKast,Reggae,21,Knowing
Actress,Rock,21,Serpent
Muse,Metal,21,Fury
Download,Electronic,20,Muscaria
Strapping Young Lad,Rock,20,Monument
Millie,Reggae,20,My Boy Lollipop
BADBADNOTGOOD,Rock,20,Triangle
Disturbed,Electronic,20,Asylum
Carpenters,Pop,20,I Won't Last A Day Without You
Peter Fox,Pop,20,Fieber
Laura Marling,Electronic,20,New Romantic
Alice Russell,Rock,20,Humankind
Velvet Acid Christ,Electronic,20,Black Rainbows
Robbie Williams,Country,20,Mr. Bojangles
Angra,Metal,20,Judgement day
Donna De Lory,Rock,20,Om Nama Shivaya
AC/DC,Jazz,20,Riff Raff
Gold Panda,Metal,20,Community
Apollo 440,Electronic,20,Stealth Mass In F#M
Tribal Seeds,Metal,20,Lost Paradise
Korn,Jazz,20,All in the Family
Justin Timberlake,Rock,20,Rock Your Body
Possessed,Rock,20,Holy Hell
The Sound,Rock,20,Missiles
Aqua,Electronic,20,Turn Back Time
Boris Gardiner,Electronic,20,I Want To Wake Up With You
The Capitols,RnB,20,Cool Jerk
Les Rita Mitsouko,Rock,20,Andy
Oliver Huntemann,Electronic,20,Rikarda
Technoir,Electronic,19,Dying Star
Lali Puna,Rock,19,Don't Think
Anderson .Paak,Jazz,19,The Bird
Bal-Sagoth,Metal,19,Atlantis ascendant
Korn,Reggae,19,Hypocrites
Lamb,Rap,19,God Bless
Skinny Patrini,Pop,19,Delicious
Tove Lo,Electronic,19,Vibes
Nic Chagall,Electronic,19,What You Need (Hard Dub)
Digital Mystikz,Metal,19,I Wait
Serj Tankian,Rock,19,Harakiri
Ashlee Simpson,Electronic,19,Ragdoll
Loco Dice,Electronic,19,City Lights (Martin Buttrich Remix)
Red Line Chemistry,Rock,19,Dumb Luck
Stellamara,World,19,Zablejalo Mi Agance
Gov't Mule,Rap,19,Game Face
Slowdive,Electronic,19,When the Sun Hits
Kill Paris,Rock,19,Slap Me
Gonzales,Rock,19,Overnight
Atheist,Metal,19,The Formative Years
Old Crow Medicine Show,Rock,19,Hard to Tell
Kavinsky,RnB,19,Rampage
We Were Promised Jetpacks,Metal,19,Conductor
The Prodigy,Punk,19,Voodoo People
Nirvana,Pop,19,Lake Of Fire
Laurie Anderson,Rock,19,In Our Sleep
Franz Ferdinand,Reggae,19,This Fire
Sigala,RnB,19,Just Got Paid
I Love You But I've Chosen Darkness,Rock,19,thoughts on the floor
Health,Electronic,19,Heaven (Narctrax Remix)
Blur,Jazz,19,Caramel
Hilary Duff,Pop,19,Someone's Watching Over Me
Venetian Snares,Jazz,19,Pygmalion
Joni Mitchell,Jazz,19,The Circle Game
Despised Icon,Rock,19,Immaculate
Neuroticfish,Electronic,19,Reinvent the Pain
Wild Child,Jazz,19,Pillow Talk
Jónsi,Electronic,19,Around Us
Zac Brown Band,Rock,19,Homegrown
Modeselektor,Rock,19,Edgar
The Offspring,Jazz,19,Tehran
Joss Stone,Rock,19,Less Is More
Nero,New Age,19,Innocence
Aphex Twin,Rock,18,Start as You Mean to Go On
Amorphis,Electronic,18,In the Beginning
Barbara Lewis,Country,18,Hello Stranger
G. Love & Special Sauce,Rock,18,Unified
Counting Crows,Reggae,18,Black And Blue
The Sisters of Mercy,Rock,18,Watch
Foster the People,Rock,18,Houdini
Agnelli & Nelson,Electronic,18,Hudson Street
jj,Punk,18,You Know
The Appleseed Cast,Electronic,18,Fight Song
Rachel Platten,Pop,18,Stand By You
Marek Grechuta,Jazz,18,Będziesz moją panią
Grand Magus,Metal,18,Like The Oar Strikes The Water
Nightwish,Pop,18,Feel For You
King Krule,Reggae,18,Easy Easy
R.E.M.,Folk,18,Fall on Me
Vader,Electronic,18,Blast
The Jesus and Mary Chain,Blues,17,Everybody I Know
Fiona Apple,Jazz,17,Slow Like Honey
Ascii.Disko,Electronic,17,"Moi, Je Veux"
Big Brother & The Holding Company,Rock,17,Combination Of The Two
Lil' Flip,Rap,17,The Way We Ball
Smokie,Punk,17,Living Next Door to Alice
Léo Delibes,Rock,17,Flower Duet
Lights Out Asia,Rap,17,Four Square
Phillip Phillips,Country,17,"Gone, Gone, Gone"
Lizzy Mercier Descloux,Rock,17,No Golden Throat
The Offspring,Pop,17,Million Miles Away
The Gourds,Jazz,17,Gin and Juice
Vangelis,Reggae,17,Alpha
Jonas Steur,Electronic,17,Castamara
Negură Bunget,Rock,17,Hora soarelui
Goldfinger,Punk,17,The Innocent
Bow Wow Wow,Rock,17,I Want Candy
Azealia Banks,Rock,17,Wallace
Secret Shine,Rock,17,Temporal
The Used,Pop,17,Hospital
Rob Zombie,Jazz,17,100 Ways
Incantation,Metal,17,Golgotha
The Flys,Rock,17,Got You (Where I Want You)
Roger Waters,Rock,17,The Powers That Be
Borknagar,Electronic,17,Embers
Mudvayne,Electronic,17,Some Assembly Required
Pavement,Country,17,Shady Lane
Peter Gabriel,Rap,17,Sledgehammer
Grizzly Bear,Punk,17,Knife
Brant Bjork,Jazz,16,Lazy Bones
Access to Arasaka,Electronic,16,Nypox
N*E*R*D,Blues,16,Don't Worry About It
Theatre of Tragedy,Electronic,16,Debris
First Aid Kit,Rock,16,Postcard
Yeah Yeah Yeahs,Pop,16,Mysteries
Cadacross,Metal,16,Flaming Ember
Peter Gabriel,Electronic,16,Before Night Falls
Jex Thoth,Metal,16,The Banishment
The Radio Dept.,Electronic,16,Lost and Found
Hindi Zahra,Electronic,16,Stand up
Switches,Rock,16,Lay Down The Law
Ghost Brigade,Rock,16,In the Woods
Dream Theater,Pop,16,Goodnight Kiss
Still Remains,Rock,16,The River Song
Madlib,Rap,16,Floating Soul (Peace)
Tiësto,Rock,16,Fresh Fruit
Venom,Metal,16,Schizo
KMFDM,Electronic,16,Being Boiled
B.B. King,RnB,16,To Know You Is To Love You
The Spinners,Rock,16,The Rubberband Man
Hatfield and the North,Rock,16,(Big) John Wayne Socks Psychology On The Jaw
Mylo,Rock,16,Muscle Cars
The Association,Rock,16,Windy
Duffy,Metal,16,Mercy
DJ Fresh,Jazz,16,Signal
DJ Rap,Rock,16,Good To Be Alive
The Avett Brothers,Rock,16,Love Like The Movies
Falconer,Rock,15,Northwind
Bill Evans,Jazz,15,Some Other Time
Champion,Electronic,15,No Heaven
Cássia Eller,Jazz,15,Partido Alto
Placebo,Rap,15,I Know
Jefferson Airplane,Pop,15,How Do You Feel
Todd Rundgren,Rock,15,Hello It's Me
Kero Kero Bonito,Rock,15,Trampoline
Duke Dumont,Pop,15,Ocean Drive
The Darkness,Rock,15,Get Your Hands Off My Woman
Ramones,Punk,15,Now I Wanna Sniff Some Glue
Lionel Richie,Jazz,15,Ballerina Girl
The Bar-Kays,Rock,15,Soul Finger
Rowland S. Howard,Rock,15,Pop Crimes
Kenny Rogers & The First Edition,RnB,15,Just Dropped In (To See What Condition My Condition Was In)
MGMT,Reggae,15,The Youth
Abel Korzeniowski,RnB,15,Table For Two
Luna,Rock,15,Ride Into The Sun
Neil Young,Metal,15,Hitchhiker
The Qemists,Rock,15,Dirty Words
Dark Moor,Rock,15,From Hell
Lloyd Price,Rock,15,Personality
Cream,Metal,15,Tales of Brave Ulysses
MGMT,Rap,15,When You Die
Thrice,Jazz,15,Trust
Dolly Parton,Country,15,Love Is Like a Butterfly
Dropkick Murphys,Jazz,15,As One
Killing Joke,Electronic,15,Unspeakable
Woodkid,Country,15,Where I Live
Jawbreaker,Electronic,15,Jet Black
AlunaGeorge,Pop,15,Supernatural
The Vamps,Rock,15,Wild Heart
MillionYoung,World,15,Mien
Bob Marley & The Wailers,Rock,14,Coming In From The Cold
DJ Okawari,Rock,14,Evening Comes
The Suicide Machines,Rock,14,Break The Glass
Katie Melua,Country,14,Learnin' the Blues
Deicide,Rock,14,Dead by Dawn
Entombed,Country,14,Out of Hand
Lorn,Country,14,What's the Use
Lil Twist,Pop,14,Little Secret
Stevie Ray Vaughan,Blues,14,Scuttle Buttin'
Nine Inch Nails,Jazz,14,Ringfinger
Anaal Nathrakh,Pop,14,So Be It
Sikth,Rock,14,Such the Fool
The Barnkickers,Jazz,14,Night Song
Theatre of Tragedy,Folk,14,Starlit
Jomanda,Pop,14,Don't You Want My Love
3OH!3,Rock,14,Beaumont
The Breeders,Jazz,14,Saints
Natasha St-Pier,Pop,14,Tu Trouveras
The eyes of a traitor,Punk,14,Misconceptions
Blind Guardian,Metal,14,Another Stranger Me
Code 64,Electronic,14,Leaving Earth (Universal Poplab radio version)
Peccatum,Metal,14,The Banks Of This River Is Night
Smolik,RnB,14,V2
Wax Tailor,Rock,14,A Woman's Voice
Social Distortion,Rock,14,I Was Wrong
Still Corners,Jazz,14,Into the Trees
Tocotronic,Rock,14,Die Welt Kann Mich Nicht Mehr Verstehen
Minor Threat,Metal,14,Seeing Red
Kanye West,Metal,14,Violent Crimes
Skinless,Rock,14,The Optimist
The Electric Prunes,Rap,14,Holy Are You
Wolfchant,Metal,13,Clankiller
Mathew Jonson,Rock,13,Marionette
David Guetta,Rock,13,You Are The Music
Green Day,Metal,13,Peacemaker
Miley Cyrus,Metal,13,Someone Else
Darude,Rock,13,Sandstorm
Geri Halliwell,Pop,13,Lovey Dovey Stuff
Tyrone Davis,Blues,13,Can I Change My Mind
The Microphones,Rock,13,(Something)
In Flames,Folk,13,Battles
RX Bandits,Electronic,13,Apparition
Wilkinson,Electronic,13,Take You Higher
Cradle of Filth,Electronic,13,Malice Through the Looking Glass
Jacques Brel,Rap,13,J'Arrive
Fleshgod Apocalypse,Rock,13,The Betrayal
James Chance & The Contortions,Jazz,13,Bedroom Athlete
Mobb Deep,Jazz,13,Temperature's Rising
Ariel Pink's Haunted Graffiti,Reggae,13,Beverly Kills
Slut,Rock,13,If I Had A Heart
Bob Marley & The Wailers,Jazz,13,Talkin' Blues
Tom Jones,Punk,13,Sex Bomb
Kittie,Reggae,13,Trippin'
Giovanni Allevi,Jazz,13,Ti Scrivo
Nelly Furtado,Rap,13,All Good Things
Björk,Folk,13,I've Seen It All
Streetlight Manifesto,Jazz,13,Forty Days
Fauxliage,Rock,13,All the World
The Aggrolites,Rock,13,Free Time
Clawfinger,Metal,13,Life Will Kill You
Parov Stelar,Rock,13,For All We Know
Tomas Andersson,Electronic,13,Happy Happy
Earth,Rock,13,Seven Angels
Burning Witch,Rock,13,Country Doctor
